Agency,Incident Number,Arrest Date,Arrest Location,Arrest Offense by UCR Code,Arrest Type,Age,Sex,Race,Ethnicity
MSP - DFS,2019-0C2-001620,20190227,UXBRIDGE,MV,,39,M,W,U
MSP - DFS,2019-0H6-001429,20190227,BOSTON,MV,O,39,M,W,BRA
MSP - DFS,2019-0D4-001240,20190227,BROCKTON,90Z,W,41,M,B,HT
MSP - DFS,2019-0D4-001240,20190227,BROCKTON,90Z,W,41,M,B,HT
MSP - DFS,2019-0F1-009152,20190227,BOSTON,90Z,W,55,M,W,IRE
MSP - DFS,2019-0C3-001337,20190228,WORCESTER,90Z,W,22,M,H,PR
MSP - DFS,2019-0C2-001653,20190228,MILLBURY,90D,M,24,M,W,U
MSP - DFS,2019-0C5-000859,20190228,STURBRIDGE,MV,M,25,M,H,PR
MSP - DFS,2019-0C2-001679,20190228,BELLINGHAM,90D,M,32,M,H,DR
MSP - DFS,2019-0C2-001679,20190228,BELLINGHAM,MV,M,32,M,H,DR
MSP - DFS,2019-0C2-001679,20190228,BELLINGHAM,MV,M,32,M,H,DR
MSP - DFS,2019-0C2-001679,20190228,BELLINGHAM,MV,M,32,M,H,DR
MSP - DFS,2019-0F1-009274,20190228,BOSTON,90,M,41,M,J,IR
MSP - DFS,2019-0F1-009274,20190228,BOSTON,23A-23B,F,41,M,J,IR
MSP - DFS,2019-0B3-001315,20190228,CHICOPEE,90D,M,46,M,B,JM
MSP - DFS,2019-0B3-001315,20190228,CHICOPEE,MV,M,46,M,B,JM
MSP - DFS,2019-0B3-001315,20190228,CHICOPEE,MV,M,46,M,B,JM
MSP - DFS,2019-0B3-001315,20190228,CHICOPEE,MV,M,46,M,B,JM
MSP - DFS,2019-0B3-001331,20190228,CHICOPEE,90Z,W,50,F,H,PR
MSP - DFS,2019-0A4-001857,20190228,MALDEN,90D,M,,M,H,BRA
MSP - DFS,2019-0A4-001857,20190228,MALDEN,MV,M,,M,H,BRA
MSP - DFS,2019-0A4-001857,20190228,MALDEN,MV,M,,M,H,BRA
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,90,M,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,13A,F,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,13A or 13B,M,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,13A-13C,M,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,"13C,90Z",M,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,MV,M,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,MV,M,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,MV,M,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,MV,M,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,MV,M,23,F,I,AMI
MSP - DFS,2019-0D3-001738,20190301,FALL RIVER,MV,M,23,F,I,AMI
MSP - DFS,2019-0D3-001744,20190301,NEW BEDFORD,MV,M,23,M,W,IRE
MSP - DFS,2019-0D3-001744,20190301,NEW BEDFORD,MV,M,23,M,W,IRE
MSP - DFS,2019-0D3-001744,20190301,NEW BEDFORD,MV,M,23,M,W,IRE
MSP - DFS,2019-0C2-001695,20190301,MILLBURY,90Z,,32,M,H,DR
MSP - DFS,2019-0H4-000996,20190301,BOSTON,90Z,W,36,M,O,PR
MSP - DFS,2019-0A6-001865,20190301,MELROSE,MV,M,44,M,B,BRA
MSP - DFS,2019-0A6-001865,20190301,MELROSE,MV,,44,M,B,BRA
MSP - DFS,2019-0B3-001353,20190301,CHICOPEE,90D,M,56,M,H,PR
MSP - DFS,2019-0B3-001353,20190301,CHICOPEE,MV,M,56,M,H,PR
MSP - DFS,2019-0A5-001511,20190302,LYNN,90Z,W,23,M,H,DR
MSP - DFS,2019-0A5-001511,20190302,LYNN,MV,M,23,M,H,DR
MSP - DFS,2019-0A5-001511,20190302,LYNN,MV,M,23,M,H,DR
MSP - DFS,2019-0C1-001149,20190302,PHILLIPSTON,90Z,W,28,M,H,DR
MSP - DFS,2019-0C1-001149,20190302,PHILLIPSTON,90Z,W,28,M,H,DR
MSP - DFS,2019-0C1-001149,20190302,PHILLIPSTON,90Z,W,28,M,H,DR
MSP - DFS,2019-0C1-001149,20190302,PHILLIPSTON,90Z,W,28,M,H,DR
MSP - DFS,2019-0A1-003040,20190302,ANDOVER,90Z,W,30,F,H,PR
MSP - DFS,2019-0A1-003040,20190302,ANDOVER,90Z,W,30,F,H,PR
MSP - DFS,2019-0C6-001572,20190302,AUBURN,90D,M,32,M,H,PR
MSP - DFS,2019-0C6-001572,20190302,AUBURN,MV,M,32,M,H,PR
MSP - DFS,2019-0C6-001572,20190302,AUBURN,MV,M,32,M,H,PR
MSP - DFS,2019-0H7-001246,20190302,MILTON,90Z,W,41,U,B,HT
MSP - DFS,2019-0H7-001246,20190302,MILTON,MV,M,41,U,B,HT
MSP - DFS,2019-0H7-001246,20190302,MILTON,MV,M,41,U,B,HT
MSP - DFS,2019-0B6-002136,20190303,HOLYOKE,90Z,W,21,F,H,PR
MSP - DFS,2019-0A5-001533,20190303,REVERE,MV,M,21,M,H,DR
MSP - DFS,2019-0A5-001533,20190303,REVERE,MV,M,21,M,H,DR
MSP - DFS,2019-0A5-001533,20190303,REVERE,MV,M,21,M,H,DR
MSP - DFS,2019-0A5-001533,20190303,REVERE,MV,M,21,M,H,DR
MSP - DFS,2019-0A5-001533,20190303,REVERE,MV,M,21,M,H,DR
MSP - DFS,2019-0H7-001248,20190303,CANTON,520,F,22,M,H,PR
MSP - DFS,2019-0H7-001248,20190303,CANTON,520,F,22,M,H,PR
MSP - DFS,2019-0H7-001248,20190303,CANTON,520,F,22,M,H,PR
MSP - DFS,2019-0H7-001248,20190303,CANTON,520,F,22,M,H,PR
MSP - DFS,2019-0H7-001248,20190303,CANTON,520,F,22,M,H,PR
MSP - DFS,2019-0H7-001248,20190303,CANTON,"520,35A",F,22,M,H,PR
MSP - DFS,2019-0H7-001248,20190303,CANTON,C90C,M,22,M,H,PR
MSP - DFS,2019-0A5-001534,20190303,REVERE,90Z,W,25,M,H,CB
MSP - DFS,2019-0CX-001995,20190303,CHARLTON,90Z,W,25,M,H,PR
MSP - DFS,2019-0CX-001995,20190303,CHARLTON,MV,M,25,M,H,PR
MSP - DFS,2019-0A5-001534,20190303,REVERE,MV,M,25,M,H,CB
MSP - DFS,2019-0H7-001256,20190303,BROCKTON,90Z,W,27,M,H,BRA
MSP - DFS,2019-0H7-001256,20190303,BROCKTON,90Z,W,27,M,H,BRA
MSP - DFS,2019-0H9-002085,20190303,BOSTON,240,M,28,M,W,IRE
MSP - DFS,2019-0H9-002085,20190303,BOSTON,"230,280,290,23H",F,28,M,W,IRE
MSP - DFS,2019-0C4-001036,20190303,FITCHBURG,MV,M,31,M,H,DR
MSP - DFS,2019-0C4-001036,20190303,FITCHBURG,MV,M,31,M,H,DR
MSP - DFS,2019-0C4-001036,20190303,FITCHBURG,MV,M,31,M,H,DR
MSP - DFS,2019-0C4-001036,20190303,FITCHBURG,MV,M,31,M,H,DR
MSP - DFS,2019-0C4-001036,20190303,FITCHBURG,MV,M,31,M,H,DR
MSP - DFS,2019-0C4-001036,20190303,FITCHBURG,MV,M,31,M,H,DR
MSP - DFS,2019-0C4-001036,20190303,FITCHBURG,MV,M,31,M,H,DR
MSP - DFS,2019-0F1-009743,20190303,BOSTON,90Z,M,32,M,W,PR
MSP - DFS,2019-0A1-003056,20190303,ANDOVER,90D,M,33,M,H,DR
MSP - DFS,2019-0A1-003056,20190303,ANDOVER,MV,M,33,M,H,DR
MSP - DFS,2019-0A1-003056,20190303,ANDOVER,MV,M,33,M,H,DR
MSP - DFS,2019-0A1-003056,20190303,ANDOVER,MV,M,33,M,H,DR
MSP - DFS,2019-0D5-000114,20190303,TISBURY,MV,M,43,U,W,BRA
MSP - DFS,2019-0D5-000114,20190303,TISBURY,MV,M,43,U,W,BRA
MSP - DFS,2019-0C2-001771,20190304,MILLBURY,90D,M,22,M,H,U
MSP - DFS,2019-0C2-001771,20190304,MILLBURY,90G,M,22,M,H,U
MSP - DFS,2019-0C2-001771,20190304,MILLBURY,MV,M,22,M,H,U
MSP - DFS,2019-0C2-001771,20190304,MILLBURY,MV,M,22,M,H,U
MSP - DFS,2019-0C4-001041,20190304,FITCHBURG,35A,F,33,M,H,PR
MSP - DFS,2019-0C4-001041,20190304,FITCHBURG,90Z,W,33,M,H,PR
MSP - DFS,2019-0A1-003131,20190304,LAWRENCE,35A,F,43,M,H,DR
MSP - DFS,2019-0A1-003131,20190304,LAWRENCE,MV,M,43,M,H,DR
MSP - DFS,2019-0A1-003131,20190304,LAWRENCE,MV,M,43,M,H,DR
MSP - DFS,2019-0A1-003131,20190304,LAWRENCE,MV,M,43,M,H,DR
MSP - DFS,2019-0A5-001590,20190305,REVERE,240,M,18,M,H,DR
MSP - DFS,2019-0A5-001590,20190305,REVERE,MV,M,18,M,H,DR
MSP - DFS,2019-0A5-001590,20190305,REVERE,MV,M,18,M,H,DR
MSP - DFS,2019-0A5-001590,20190305,REVERE,MV,M,18,M,H,DR
MSP - DFS,2019-0A5-001590,20190305,REVERE,MV,M,18,M,H,DR
MSP - DFS,2019-0A5-001590,20190305,REVERE,MV,M,18,M,H,DR
MSP - DFS,2019-0A5-001590,20190305,REVERE,MV,M,18,M,H,DR
MSP - DFS,2019-0A5-001590,20190305,REVERE,MV,M,18,M,H,DR
MSP - DFS,2019-0A5-001590,20190305,REVERE,MV,M,18,M,H,DR
MSP - DFS,2019-0A6-001991,20190305,BURLINGTON,90Z,W,20,M,B,HT
MSP - DFS,2019-0CX-002109,20190305,OXFORD,MV,M,26,M,W,BRA
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,27,F,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,27,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,27,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,90Z,F,27,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,90Z,F,27,F,H,DR
MSP - DFS,2019-0H3-001801,20190305,CANTON,90D,M,27,M,W,EN
MSP - DFS,2019-0H3-001801,20190305,CANTON,MV,M,27,M,W,EN
MSP - DFS,2019-0H3-001801,20190305,CANTON,MV,M,27,M,W,EN
MSP - DFS,2019-0D7-001344,20190305,BOURNE,MV,M,28,M,W,U
MSP - DFS,2019-0D7-001344,20190305,BOURNE,MV,M,28,M,W,U
MSP - DFS,2019-0C4-001044,20190305,STERLING,90Z,W,29,M,H,PR
MSP - DFS,2019-0C4-001044,20190305,STERLING,MV,M,29,M,H,PR
MSP - DFS,2019-0C4-001044,20190305,STERLING,MV,M,29,M,H,PR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,30,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,30,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,90Z,F,30,M,H,DR
MSP - DFS,2019-0CX-002111,20190305,WESTBOROUGH,MV,M,31,M,H,BRA
MSP - DFS,2019-0CX-002111,20190305,WESTBOROUGH,MV,M,31,M,H,BRA
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,32,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,32,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,32,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,32,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,35A,F,32,M,H,DR
MSP - DFS,2019-0A1-003189,20190305,LAWRENCE,90Z,F,32,M,H,DR
MSP - DFS,2019-0H7-001304,20190305,AVON,250,M,35,M,H,BRA
MSP - DFS,2019-0H7-001304,20190305,AVON,MV,M,35,M,H,BRA
MSP - DFS,2019-0H7-001304,20190305,AVON,MV,,35,M,H,BRA
MSP - DFS,2019-0B3-001419,20190305,SPRINGFIELD,35A,F,41,F,H,PR
MSP - DFS,2019-0B4-001205,20190305,PITTSFIELD,90Z,W,43,M,H,PR
MSP - DFS,2019-0B4-001205,20190305,PITTSFIELD,MV,M,43,M,H,PR
MSP - DFS,2019-0B4-001205,20190305,PITTSFIELD,MV,M,43,M,H,PR
MSP - DFS,2019-0B4-001205,20190305,PITTSFIELD,MV,M,43,M,H,PR
MSP - DFS,2019-0C6-001697,20190306,WORCESTER,90Z,W,21,M,H,DR
MSP - DFS,2019-0D3-001921,20190306,NEW BEDFORD,90Z,O,23,M,W,IRE
MSP - DFS,2019-0C2-001826,20190306,MILFORD,90Z,W,26,F,W,U
MSP - DFS,2019-0C2-001826,20190306,MILFORD,MV,M,26,F,W,U
MSP - DFS,2019-0A1-003237,20190306,LAWRENCE,90Z,W,27,M,H,DR
MSP - DFS,2019-0A1-003222,20190306,ANDOVER,90Z,W,30,F,H,PR
MSP - DFS,2019-0A2-001458,20190306,BOXFORD,90D,M,31,M,W,IRE
MSP - DFS,2019-0A2-001458,20190306,BOXFORD,MV,M,31,M,W,IRE
MSP - DFS,2019-0A2-001458,20190306,BOXFORD,MV,M,31,M,W,IRE
MSP - DFS,2019-0D3-001913,20190306,NEW BEDFORD,90Z,O,32,M,W,IRE
MSP - DFS,2019-0D3-001913,20190306,NEW BEDFORD,90Z,O,32,M,W,IRE
MSP - DFS,2019-0B3-001427,20190306,CHICOPEE,90Z,W,33,M,H,PR
MSP - DFS,2019-0H2-001783,20190306,WESTWOOD,90Z,W,38,M,B,U
MSP - DFS,2019-0H2-001783,20190306,WESTWOOD,MV,,38,M,B,U
MSP - DFS,2019-0H2-001783,20190306,WESTWOOD,MV,M,38,M,B,U
MSP - DFS,2019-0A1-003305,20190307,LAWRENCE,35A,F,23,M,H,PR
MSP - DFS,2019-0C5-000956,20190307,STURBRIDGE,MV,M,24,M,B,JM
MSP - DFS,2019-0C5-000956,20190307,STURBRIDGE,MV,M,24,M,B,JM
MSP - DFS,2019-0B2-001580,20190307,DEERFIELD,90Z,W,25,U,W,U
MSP - DFS,2019-0B8-001119,20190307,LUDLOW,90D,M,27,M,H,CB
MSP - DFS,2019-0B8-001119,20190307,LUDLOW,MV,M,27,M,H,CB
MSP - DFS,2019-0B8-001119,20190307,LUDLOW,MV,M,27,M,H,CB
MSP - DFS,2019-0B3-001446,20190307,CHICOPEE,35A,F,28,F,H,PR
MSP - DFS,2019-0B3-001446,20190307,CHICOPEE,35A,F,28,F,H,PR
MSP - DFS,2019-0B3-001446,20190307,CHICOPEE,35A,F,28,F,H,PR
MSP - DFS,2019-0B3-001446,20190307,CHICOPEE,90D,M,28,F,H,PR
MSP - DFS,2019-0B3-001446,20190307,CHICOPEE,MV,M,28,F,H,PR
MSP - DFS,2019-0B3-001446,20190307,CHICOPEE,MV,M,28,F,H,PR
MSP - DFS,2019-0A1-003304,20190307,LAWRENCE,240,M,29,M,H,DR
MSP - DFS,2019-0A1-003304,20190307,LAWRENCE,280,F,29,M,H,DR
MSP - DFS,2019-0A1-003304,20190307,LAWRENCE,MV,M,29,M,H,DR
MSP - DFS,2019-0C4-001099,20190307,MARLBOROUGH,90Z,W,34,M,H,PR
MSP - DFS,2019-0C4-001099,20190307,MARLBOROUGH,90Z,W,34,M,H,PR
MSP - DFS,2019-0C4-001099,20190307,MARLBOROUGH,90Z,W,34,M,H,PR
MSP - DFS,2019-0C2-001845,20190307,WORCESTER,90Z,W,37,M,W,BRA
MSP - DFS,2019-0B3-001453,20190307,SPRINGFIELD,90Z,W,38,M,H,PR
MSP - DFS,2019-0B3-001453,20190307,SPRINGFIELD,MV,M,38,M,H,PR
MSP - DFS,2019-0B3-001453,20190307,SPRINGFIELD,MV,M,38,M,H,PR
MSP - DFS,2019-0A3-002236,20190307,BURLINGTON,MV,M,41,M,O,LAOS
MSP - DFS,2019-0A3-002236,20190307,BURLINGTON,MV,M,41,M,O,LAOS
MSP - DFS,2019-0A6-002039,20190307,PEABODY,35A,F,46,M,B,U
MSP - DFS,2019-0A6-002039,20190307,PEABODY,90Z,W,46,M,B,U
MSP - DFS,2019-0A6-002039,20190307,PEABODY,MV,M,46,M,B,U
MSP - DFS,2019-0H2-001815,20190307,CANTON,90Z,W,47,M,B,U
MSP - DFS,2019-0H2-001815,20190307,CANTON,MV,O,47,M,B,U
MSP - DFS,2019-0D4-001441,20190308,BROCKTON,35A,F,19,M,W,GR
MSP - DFS,2019-0D4-001441,20190308,BROCKTON,MV,M,19,M,W,GR
MSP - DFS,2019-0D4-001441,20190308,BROCKTON,MV,M,19,M,W,GR
MSP - DFS,2019-0C2-001868,20190308,WESTBOROUGH,90Z,W,22,M,W,BRA
MSP - DFS,2019-0B3-001477,20190308,SPRINGFIELD,35A,F,23,M,H,PR
MSP - DFS,2019-0B3-001477,20190308,SPRINGFIELD,90Z,W,23,M,H,PR
MSP - DFS,2019-0B3-001477,20190308,SPRINGFIELD,MV,M,23,M,H,PR
MSP - DFS,2019-0B3-001477,20190308,SPRINGFIELD,MV,M,23,M,H,PR
MSP - DFS,2019-0A5-001639,20190308,CHELSEA,90D,M,38,M,W,BRA
MSP - DFS,2019-0A5-001639,20190308,CHELSEA,MV,M,38,M,W,BRA
MSP - DFS,2019-0A5-001639,20190308,CHELSEA,MV,M,38,M,W,BRA
MSP - DFS,2019-0A5-001639,20190308,CHELSEA,MV,M,38,M,W,BRA
MSP - DFS,2019-0H2-001829,20190308,NEEDHAM,90D,M,49,M,B,HT
MSP - DFS,2019-0H2-001829,20190308,NEEDHAM,90G,M,49,M,B,HT
MSP - DFS,2019-0H2-001829,20190308,NEEDHAM,MV,M,49,M,B,HT
MSP - DFS,2019-0H2-001829,20190308,NEEDHAM,MV,,49,M,B,HT
MSP - DFS,2019-0C6-001756,20190309,WORCESTER,90Z,W,25,F,H,PR
MSP - DFS,2019-0A2-001522,20190309,HAVERHILL,90D,M,41,M,W,GR
MSP - DFS,2019-0A2-001522,20190309,HAVERHILL,MV,M,41,M,W,GR
MSP - DFS,2019-0A2-001522,20190309,HAVERHILL,MV,M,41,M,W,GR
MSP - DFS,2019-0B3-001522,20190309,CHICOPEE,90D,M,50,M,H,HB
MSP - DFS,2019-0B3-001522,20190309,CHICOPEE,MV,M,50,M,H,HB
MSP - DFS,2019-0B3-001522,20190309,CHICOPEE,MV,M,50,M,H,HB
MSP - DFS,2019-0B3-001522,20190309,CHICOPEE,MV,M,50,M,H,HB
MSP - DFS,2019-0B8-001168,20190309,LUDLOW,90Z,W,54,M,H,PR
MSP - DFS,2019-0B8-001168,20190309,LUDLOW,90Z,W,54,M,H,PR
MSP - DFS,2019-0B8-001168,20190309,LUDLOW,90Z,W,54,M,H,PR
MSP - DFS,2019-0B8-001168,20190309,LUDLOW,90Z,W,54,M,H,PR
MSP - DFS,2019-0B8-001168,20190309,LUDLOW,MV,M,54,M,H,PR
MSP - DFS,2019-0H5-001883,20190309,BOSTON,90Z,W,58,M,W,BRA
MSP - DFS,2019-0A6-002133,20190310,BURLINGTON,90Z,M,21,F,H,BRA
MSP - DFS,2019-0A6-002133,20190310,BURLINGTON,MV,M,21,F,H,BRA
MSP - DFS,2019-0A6-002133,20190310,BURLINGTON,MV,M,21,F,H,BRA
MSP - DFS,2019-0A6-002133,20190310,BURLINGTON,MV,M,21,F,H,BRA
MSP - DFS,2019-0A6-002133,20190310,BURLINGTON,MV,M,21,F,H,BRA
MSP - DFS,2019-0A6-002133,20190310,BURLINGTON,MV,M,21,F,H,BRA
MSP - DFS,2019-0A6-002133,20190310,BURLINGTON,MV,M,21,F,H,BRA
MSP - DFS,2019-0H6-001679,20190310,BOSTON,90D,M,21,M,W,BRA
MSP - DFS,2019-0H6-001679,20190310,BOSTON,MV,M,21,M,W,BRA
MSP - DFS,2019-0H6-001679,20190310,BOSTON,MV,M,21,M,W,BRA
MSP - DFS,2019-0C6-001806,20190310,AUBURN,MV,M,35,M,H,PR
MSP - DFS,2019-0C6-001806,20190310,AUBURN,MV,M,35,M,H,PR
MSP - DFS,2019-0C6-001806,20190310,AUBURN,MV,M,35,M,H,PR
MSP - DFS,2019-0H8-001688,20190310,WAYLAND,90D,M,38,M,H,BRA
MSP - DFS,2019-0H8-001688,20190310,WAYLAND,90G,M,38,M,H,BRA
MSP - DFS,2019-0C4-001137,20190310,LEOMINSTER,90Z,W,38,F,H,PR
MSP - DFS,2019-0H8-001688,20190310,WAYLAND,MV,M,38,M,H,BRA
MSP - DFS,2019-0H8-001688,20190310,WAYLAND,MV,,38,M,H,BRA
MSP - DFS,2019-0H8-001688,20190310,WAYLAND,MV,M,38,M,H,BRA
MSP - DFS,2019-0H8-001688,20190310,WAYLAND,MV,,38,M,H,BRA
MSP - DFS,2019-0H8-001688,20190310,WAYLAND,MV,M,38,M,H,BRA
MSP - DFS,2019-0C6-001772,20190310,WORCESTER,90D,M,40,F,H,PR
MSP - DFS,2019-0C6-001772,20190310,WORCESTER,MV,M,40,F,H,PR
MSP - DFS,2019-0C6-001772,20190310,WORCESTER,MV,M,40,F,H,PR
MSP - DFS,2019-0CX-002319,20190310,MILLBURY,90D,M,56,M,W,U
MSP - DFS,2019-0CX-002319,20190310,MILLBURY,MV,M,56,M,W,U
MSP - DFS,2019-0CX-002319,20190310,MILLBURY,MV,M,56,M,W,U
MSP - DFS,2019-0CX-002319,20190310,MILLBURY,MV,M,56,M,W,U
MSP - DFS,2019-0CX-002319,20190310,MILLBURY,MV,M,56,M,W,U
MSP - DFS,2019-0CX-002319,20190310,MILLBURY,MV,M,56,M,W,U
MSP - DFS,2019-0CX-002319,20190310,MILLBURY,MV,M,56,M,W,U
MSP - DFS,2019-0D3-002008,20190310,FALL RIVER,90Z,W,63,M,W,PR
MSP - DFS,2019-0CX-002362,20190311,STURBRIDGE,90Z,M,22,M,H,HB
MSP - DFS,2019-0A4-002220,20190311,STONEHAM,MV,M,28,M,H,DR
MSP - DFS,2019-0A4-002220,20190311,STONEHAM,MV,M,28,M,H,DR
MSP - DFS,2019-0A4-002220,20190311,STONEHAM,MV,M,28,M,H,DR
MSP - DFS,2019-0C5-001014,20190311,STURBRIDGE,35A,F,30,M,H,PR
MSP - DFS,2019-0C5-001014,20190311,STURBRIDGE,90Z,F,38,M,H,DR
MSP - DFS,2019-0C5-001014,20190311,STURBRIDGE,MV,M,38,M,H,DR
MSP - DFS,2019-0C5-001014,20190311,STURBRIDGE,MV,M,38,M,H,DR
MSP - DFS,2019-0C5-001014,20190311,STURBRIDGE,MV,M,38,M,H,DR
MSP - DFS,2019-0H4-001156,20190311,BOSTON,90Z,W,39,M,B,HT
MSP - DFS,2019-0C6-001823,20190311,WORCESTER,90Z,W,44,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,20,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,20,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,20,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,20,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,20,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,35A,F,20,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,35A,F,20,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,MV,M,20,M,H,PR
MSP - DFS,2019-0CX-002396,20190312,STURBRIDGE,90Z,W,24,F,B,HT
MSP - DFS,2019-0CX-002396,20190312,STURBRIDGE,90Z,W,24,F,B,HT
MSP - DFS,2019-0A1-003555,20190312,ANDOVER,35A,F,24,M,H,DR
MSP - DFS,2019-0A1-003555,20190312,ANDOVER,90Z,F,24,M,H,DR
MSP - DFS,2019-0CX-002400,20190312,PALMER,90D,M,34,M,W,IRE
MSP - DFS,2019-0CX-002400,20190312,PALMER,90G,M,34,M,W,IRE
MSP - DFS,2019-0CX-002400,20190312,PALMER,MV,M,34,M,W,IRE
MSP - DFS,2019-0CX-002400,20190312,PALMER,MV,M,34,M,W,IRE
MSP - DFS,2019-0CX-002400,20190312,PALMER,MV,M,34,M,W,IRE
MSP - DFS,2019-0H9-002456,20190312,BOSTON,13A,F,35,F,W,EN
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,42,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,42,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,42,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,42,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,520,F,42,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,35A,F,42,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,35A,F,42,M,H,PR
MSP - DFS,2019-0B3-001562,20190312,SPRINGFIELD,90Z,W,42,M,H,PR
MSP - DFS,2019-0H2-001948,20190312,NEEDHAM,90Z,W,46,F,I,KOR
MSP - DFS,2019-0A5-001750,20190312,CHELSEA,MV,M,47,M,H,PR
MSP - DFS,2019-0A5-001750,20190312,CHELSEA,MV,M,47,M,H,PR
MSP - DFS,2019-0D2-001522,20190312,BARNSTABLE,90D,M,60,F,W,BRA
MSP - DFS,2019-0D2-001522,20190312,BARNSTABLE,MV,M,60,F,W,BRA
MSP - DFS,2019-0D2-001522,20190312,BARNSTABLE,MV,M,60,F,W,BRA
MSP - DFS,2019-0D2-001522,20190312,BARNSTABLE,MV,M,60,F,W,BRA
MSP - DFS,2019-0A5-001781,20190313,CHELSEA,MV,M,19,M,H,CB
MSP - DFS,2019-0H4-001172,20190313,BOSTON,90Z,W,29,M,H,PR
MSP - DFS,2019-0H4-001172,20190313,BOSTON,MV,M,29,M,H,PR
MSP - DFS,2019-0CX-002429,20190313,AUBURN,90Z,W,32,M,W,DR
MSP - DFS,2019-0CX-002429,20190313,AUBURN,MV,M,32,M,W,DR
MSP - DFS,2019-0C5-001050,20190313,OXFORD,90Z,W,34,M,W,PR
MSP - DFS,2019-0H6-001756,20190313,BOSTON,90Z,W,38,M,H,PR
MSP - DFS,2019-0A6-002274,20190313,LYNN,MV,M,52,M,W,IRE
MSP - DFS,2019-0A6-002274,20190313,LYNN,MV,M,52,M,W,IRE
MSP - DFS,2019-0A6-002274,20190313,LYNN,MV,M,52,M,W,IRE
MSP - DFS,2019-0C6-001897,20190314,WORCESTER,35A,F,26,M,H,DR
MSP - DFS,2019-0C6-001897,20190314,WORCESTER,35A,F,26,M,H,DR
MSP - DFS,2019-0C6-001897,20190314,WORCESTER,35A,F,26,M,H,DR
MSP - DFS,2019-0C6-001897,20190314,WORCESTER,90Z,F,26,M,H,DR
MSP - DFS,2019-0C6-001897,20190314,WORCESTER,35A,F,28,M,H,PR
MSP - DFS,2019-0C6-001897,20190314,WORCESTER,35A,F,28,M,H,PR
MSP - DFS,2019-0C6-001897,20190314,WORCESTER,35A,F,28,M,H,PR
MSP - DFS,2019-0C6-001897,20190314,WORCESTER,90Z,F,28,M,H,PR
MSP - DFS,2019-0B8-001264,20190314,CHICOPEE,MV,M,36,M,H,PR
MSP - DFS,2019-0B8-001264,20190314,CHICOPEE,MV,M,36,M,H,PR
MSP - DFS,2019-0H9-002518,20190314,BOSTON,90Z,W,43,F,W,BRA
MSP - DFS,2019-0H9-002518,20190314,BOSTON,90Z,W,43,F,W,BRA
